T [s];X_acc [G];Y_acc [G];Z_acc [G];HX_acc [G];Pressure [Pa];Kalman pressure [Pa];Temperature [C];Vaxis [m/s];AltitudeFromPressure [m];AltitudeFromAcc [m];State;VelocityPressure [m/s];ParachuteFailureSenseCnt
76,97;1,22442972774099;0,188373804267844;0,494481236203091;0,977099236641221;87805;87812;4,4;0;1050,1;0;7;-9,2;0;
76,98;1,33038999264165;0,188373804267844;0,494481236203091;0,977099236641221;87814;87813;4,4;0;1050;0;7;-11,5;0;
76,99;1,36571008094187;0,164827078734364;0,506254598969831;1,22137404580153;87798;87814;4,4;0;1050;0;7;-6,6;0;
77;1,31861662987491;0,153053715967623;0,518027961736571;1,22137404580153;87822;87815;4,4;0;1049,8;0;7;-13,2;0;
77,01;1,25974981604121;0,188373804267844;0,48270787343635;0,977099236641221;87816;87817;4,7;0;1049,7;0;7;-11,1;0;
77,02;1,1420161883738;0,129506990434143;0,494481236203091;0,977099236641221;87802;87817;4,4;0;1049,6;0;7;-6,8;0;
77,03;1,07137601177336;0,129506990434143;0,48270787343635;0,977099236641221;87814;87819;4,7;0;1049,5;0;7;-10;0;
77,04;1,04782928623988;0,153053715967623;0,529801324503311;0,977099236641221;87797;87819;4,4;0;1049,5;0;7;-4,9;0;
77,05;1,17733627667402;0,188373804267844;0,494481236203091;0,977099236641221;87796;87820;4,4;0;1049,4;0;7;-4,5;0;
77,06;1,22442972774099;0,164827078734364;0,48270787343635;0,977099236641221;87834;87821;4,4;0;1049,3;0;7;-15;0;
77,07;1,23620309050773;0,129506990434143;0,565121412803532;0,977099236641221;87804;87822;4,4;0;1049,2;0;7;-6,1;0;
77,08;1,22442972774099;0,129506990434143;0,518027961736571;0,977099236641221;87797;87823;4,7;0;1049,2;0;7;-4;0;
77,09;1,1420161883738;0,141280353200883;0,541574687270052;0,977099236641221;87807;87823;4,4;0;1049,1;0;7;-6,7;0;
77,1;1,13024282560706;0,141280353200883;0,529801324503311;0,977099236641221;87798;87824;4,4;0;1049,1;0;7;-3,9;0;
77,11;1,17733627667402;0,129506990434143;0,588668138337013;0,977099236641221;87799;87824;4,4;0;1049;0;7;-4,1;0;
77,12;1,21265636497425;0,129506990434143;0,612214863870493;0,977099236641221;87804;87825;4,4;0;1049;0;7;-5,4;0;
77,13;1,22442972774099;0,105960264900662;0,635761589403974;0,977099236641221;87805;87826;4,4;0;1048,9;0;7;-5,5;0;
77,14;1,23620309050773;0,094186902133922;0,623988226637233;0,977099236641221;87833;87827;4,2;0;1048,8;0;7;-13,2;0;
77,15;1,15378955114054;0,105960264900662;0,623988226637233;0,977099236641221;87816;87828;4,7;0;1048,7;0;7;-8;0;
77,16;1,0242825607064;0,0706401766004415;0,647534952170714;0,732824427480916;87820;87829;4,4;0;1048,6;0;7;-8,9;0;
77,17;1,00073583517292;0,0706401766004415;0,682855040470934;0,732824427480916;87821;87829;4,4;0;1048,5;0;7;-8,9;0;
77,18;0,93009565857248;0,0235467255334805;0,682855040470934;0,732824427480916;87816;87830;4,4;0;1048,5;0;7;-7,2;0;
77,19;1,00073583517292;0;0,659308314937454;0,732824427480916;87812;87831;4,4;0;1048,4;0;7;-5,9;0;
77,2;1,04782928623988;0,0117733627667403;0,671081677704194;0,732824427480916;87808;87831;4,2;0;1048,4;0;7;-4,6;0;
77,21;1,00073583517292;-0,0235467255334805;0,612214863870493;0,732824427480916;87797;87832;4,2;0;1048,3;0;7;-1,4;0;
77,22;0,988962472406181;-0,0117733627667403;0,623988226637233;0,732824427480916;87832;87833;4,2;0;1048,2;0;7;-11,1;0;
77,23;0,988962472406181;-0,0117733627667403;0,565121412803532;0,732824427480916;87809;87833;4,4;0;1048,2;0;7;-4,4;0;
77,24;0,94186902133922;-0,0706401766004415;0,541574687270052;0,732824427480916;87808;87833;4,4;0;1048,2;0;7;-4;0;
77,25;0,988962472406181;-0,105960264900662;0,518027961736571;0,732824427480916;87820;87834;4,4;0;1048,1;0;7;-7,2;0;
77,26;1,00073583517292;-0,117733627667403;0,541574687270052;0,732824427480916;87834;87835;4,4;0;1048;0;7;-10,9;0;
77,27;0,988962472406181;-0,129506990434143;0,541574687270052;0,732824427480916;87839;87836;4,4;0;1047,9;0;7;-12;0;
77,28;0,95364238410596;-0,117733627667403;0,494481236203091;0,732824427480916;87822;87837;4,2;0;1047,8;0;7;-6,9;0;
77,29;0,91832229580574;-0,0588668138337013;0,494481236203091;0,732824427480916;87824;87837;4,2;0;1047,7;0;7;-7,2;0;
77,3;0,906548933038999;-0,105960264900662;0,494481236203091;0,732824427480916;87795;87837;4,2;0;1047,7;0;7;1;0;
77,31;0,91832229580574;-0,129506990434143;0,506254598969831;0,732824427480916;87822;87838;4,4;0;1047,7;0;7;-6,5;0;
77,32;0,871228844738778;-0,129506990434143;0,48270787343635;0,732824427480916;87847;87839;4,4;0;1047,5;0;7;-13,3;0;
77,33;0,894775570272259;-0,164827078734364;0,48270787343635;0,732824427480916;87811;87840;4,4;0;1047,5;0;7;-2,8;0;
77,34;0,906548933038999;-0,153053715967623;0,48270787343635;0,732824427480916;87823;87840;4,2;0;1047,4;0;7;-6,1;0;
77,35;0,871228844738778;-0,200147167034584;0,47093451066961;0,732824427480916;87813;87840;4,4;0;1047,4;0;7;-3,1;0;
77,36;0,91832229580574;-0,200147167034584;0,47093451066961;0,732824427480916;87825;87841;4,4;0;1047,3;0;7;-6,3;0;
77,37;0,95364238410596;-0,247240618101545;0,423841059602649;0,732824427480916;87840;87842;4,4;0;1047,2;0;7;-10,4;0;
77,38;0,93009565857248;-0,259013980868285;0,412067696835909;0,732824427480916;87814;87842;4,4;0;1047,2;0;7;-2,8;0;
77,39;0,94186902133922;-0,282560706401766;0,423841059602649;0,732824427480916;87826;87843;4,2;0;1047,1;0;7;-6;0;
77,4;1,0242825607064;-0,306107431935246;0,435614422369389;0,732824427480916;87835;87843;4,4;0;1047,1;0;7;-8,4;0;
77,41;1,00073583517292;-0,341427520235467;0,412067696835909;0,732824427480916;87832;87844;4,4;0;1047;0;7;-7,3;0;
77,42;1,00073583517292;-0,388520971302428;0,353200883002208;0,732824427480916;87843;87845;4,4;0;1046,9;0;7;-10,2;0;
77,43;0,977189109639441;-0,388520971302428;0,376747608535688;0,732824427480916;87830;87845;4,2;0;1046,8;0;7;-6,2;0;
77,44;0,977189109639441;-0,412067696835909;0,376747608535688;0,732824427480916;87821;87846;4,4;0;1046,8;0;7;-3,5;0;
77,45;0,94186902133922;-0,44738778513613;0,412067696835909;0,732824427480916;87845;87846;4,4;0;1046,7;0;7;-10,1;0;
77,46;0,988962472406181;-0,529801324503311;0,364974245768948;0,732824427480916;87833;87847;4,2;0;1046,6;0;7;-6,4;0;
77,47;0,9654157468727;-0,48270787343635;0,353200883002208;0,732824427480916;87820;87847;4,4;0;1046,6;0;7;-2,6;0;
77,48;1,00073583517292;-0,506254598969831;0,317880794701987;0,732824427480916;87840;87848;4,4;0;1046,5;0;7;-8,1;0;
77,49;1,0242825607064;-0,494481236203091;0,329654157468727;0,732824427480916;87859;87849;4,4;0;1046,4;0;7;-13,2;0;
77,5;1,0242825607064;-0,529801324503311;0,282560706401766;0,732824427480916;87830;87849;4,4;0;1046,3;0;7;-4,7;0;
77,51;1,05960264900662;-0,506254598969831;0,294334069168506;0,732824427480916;87874;87851;4,4;0;1046,2;0;7;-16,9;0;
77,52;1,05960264900662;-0,541574687270052;0,270787343635026;0,732824427480916;87815;87851;4,4;0;1046,2;0;7;0,1;0;
77,53;1,07137601177336;-0,576894775570272;0,235467255334805;0,732824427480916;87850;87851;4,4;0;1046,1;0;7;-9,6;0;
77,54;1,1420161883738;-0,518027961736571;0,223693892568065;0,977099236641221;87846;87852;4,2;0;1046;0;7;-8,2;0;
77,55;1,16556291390728;-0,565121412803532;0,176600441501104;0,977099236641221;87840;87853;4,4;0;1045,9;0;7;-6,3;0;
77,56;1,17733627667402;-0,565121412803532;0,188373804267844;0,977099236641221;87829;87853;4,2;0;1045,9;0;7;-3;0;
77,57;1,13024282560706;-0,518027961736571;0,188373804267844;0,977099236641221;87836;87853;4,4;0;1045,8;0;7;-4,9;0;
77,58;1,11846946284032;-0,576894775570272;0,153053715967623;0,977099236641221;87863;87854;4,4;0;1045,7;0;7;-12,3;0;
77,59;1,11846946284032;-0,565121412803532;0,129506990434143;0,977099236641221;87855;87855;4,2;0;1045,6;0;7;-9,7;0;
77,6;1,07137601177336;-0,588668138337013;0,105960264900662;0,977099236641221;87866;87856;4,4;0;1045,5;0;7;-12,5;0;
77,61;1,13024282560706;-0,553348050036792;0,117733627667403;0,977099236641221;87854;87857;4,4;0;1045,4;0;7;-8,8;0;
77,62;1,16556291390728;-0,553348050036792;0,0824135393671818;0,977099236641221;87852;87857;4,4;0;1045,3;0;7;-7,9;0;
77,63;1,17733627667402;-0,565121412803532;0,0588668138337013;0,977099236641221;87851;87858;4,2;0;1045,3;0;7;-7,4;0;
77,64;1,15378955114054;-0,576894775570272;0,047093451066961;0,977099236641221;87838;87858;4,2;0;1045,2;0;7;-3,6;0;
77,65;1,10669610007358;-0,588668138337013;0,0117733627667403;0,977099236641221;87843;87859;4,2;0;1045,2;0;7;-4,8;0;
77,66;1,00073583517292;-0,565121412803532;-0,0235467255334805;0,732824427480916;87846;87859;4,4;0;1045,1;0;7;-5,5;0;
77,67;0,906548933038999;-0,529801324503311;-0,047093451066961;0,732824427480916;87866;87860;4,4;0;1045;0;7;-11;0;
77,68;0,9654157468727;-0,529801324503311;-0,094186902133922;0,732824427480916;87854;87861;4,4;0;1044,9;0;7;-7,3;0;
77,69;1,04782928623988;-0,565121412803532;-0,094186902133922;0,977099236641221;87865;87862;4,4;0;1044,8;0;7;-10,1;0;
77,7;1,1420161883738;-0,541574687270052;-0,0824135393671818;0,977099236641221;87847;87862;4,4;0;1044,8;0;7;-4,8;0;
77,71;1,18910963944077;-0,541574687270052;-0,0824135393671818;0,977099236641221;87848;87862;4,4;0;1044,7;0;7;-4,9;0;
77,72;1,15378955114054;-0,518027961736571;-0,117733627667403;0,977099236641221;87868;87863;4,4;0;1044,6;0;7;-10,4;0;
77,73;1,03605592347314;-0,518027961736571;-0,117733627667403;0,732824427480916;87849;87864;4,4;0;1044,6;0;7;-4,7;0;
77,74;0,988962472406181;-0,518027961736571;-0,094186902133922;0,732824427480916;87858;87864;4,4;0;1044,5;0;7;-7,1;0;
77,75;0,9654157468727;-0,506254598969831;-0,0824135393671818;0,732824427480916;87878;87865;4,4;0;1044,4;0;7;-12,5;0;
77,76;1,01250919793966;-0,518027961736571;-0,0824135393671818;0,732824427480916;87853;87866;4,2;0;1044,3;0;7;-5,1;0;
77,77;0,988962472406181;-0,518027961736571;-0,0353200883002208;0,732824427480916;87863;87866;4,2;0;1044,2;0;7;-7,8;0;
77,78;0,9654157468727;-0,47093451066961;-0,0353200883002208;0,732824427480916;87871;87867;4,2;0;1044,2;0;7;-9,8;0;
77,79;0,91832229580574;-0,494481236203091;-0,0235467255334805;0,732824427480916;87879;87868;4,4;0;1044;0;7;-11,7;0;
77,8;0,894775570272259;-0,44738778513613;0,0117733627667403;0,732824427480916;87852;87869;4,2;0;1044;0;7;-3,8;0;
77,81;0,906548933038999;-0,412067696835909;0,0588668138337013;0,732824427480916;87875;87869;4,4;0;1043,9;0;7;-10,1;0;
77,82;0,871228844738778;-0,353200883002208;0,047093451066961;0,732824427480916;87855;87870;4,2;0;1043,8;0;7;-4,2;0;
77,83;0,871228844738778;-0,412067696835909;0,0706401766004415;0,732824427480916;87854;87870;4,4;0;1043,8;0;7;-3,8;0;
77,84;0,824135393671818;-0,317880794701987;0,117733627667403;0,488549618320611;87876;87871;4,2;0;1043,7;0;7;-9,9;0;
77,85;0,777041942604857;-0,341427520235467;0,105960264900662;0,488549618320611;87873;87872;4,4;0;1043,6;0;7;-8,7;0;
77,86;0,765268579838116;-0,306107431935246;0,129506990434143;0,488549618320611;87873;87872;4,4;0;1043,5;0;7;-8,5;0;
77,87;0,812362030905077;-0,282560706401766;0,129506990434143;0,488549618320611;87875;87873;4,2;0;1043,5;0;7;-8,8;0;
77,88;0,847682119205298;-0,270787343635026;0,129506990434143;0,732824427480916;87871;87874;4,2;0;1043,4;0;7;-7,4;0;
77,89;0,906548933038999;-0,259013980868285;0,153053715967623;0,732824427480916;87829;87874;4,7;0;1043,4;0;7;4,5;0;
77,9;0,859455481972038;-0,259013980868285;0,200147167034584;0,732824427480916;87861;87874;4,2;0;1043,4;0;7;-4,5;0;
77,91;0,812362030905077;-0,211920529801325;0,188373804267844;0,732824427480916;87845;87874;4,2;0;1043,4;0;7;0;0;
77,92;0,777041942604857;-0,247240618101545;0,223693892568065;0,488549618320611;87850;87874;4,4;0;1043,4;0;7;-1,3;0;
77,93;0,718175128771155;-0,200147167034584;0,211920529801325;0,488549618320611;87867;87875;4,2;0;1043,3;0;7;-6;0;
77,94;0,718175128771155;-0,211920529801325;0,200147167034584;0,488549618320611;87862;87875;4,4;0;1043,3;0;7;-4,4;0;
77,95;0,741721854304636;-0,247240618101545;0,259013980868285;0,488549618320611;87864;87875;4,4;0;1043,2;0;7;-4,8;0;
77,96;0,729948491537896;-0,200147167034584;0,259013980868285;0,488549618320611;87872;87876;4,2;0;1043,1;0;7;-6,9;0;
77,97;0,788815305371597;-0,176600441501104;0,235467255334805;0,488549618320611;87874;87877;4,4;0;1043,1;0;7;-7,3;0;
77,98;0,824135393671818;-0,164827078734364;0,247240618101545;0,488549618320611;87869;87877;4,2;0;1043;0;7;-5,7;0;
77,99;0,788815305371597;-0,164827078734364;0,282560706401766;0,488549618320611;87865;87877;4,2;0;1043;0;7;-4,4;0;
78;0,800588668138337;-0,141280353200883;0,294334069168506;0,732824427480916;87871;87878;4,4;0;1042,9;0;7;-5,9;0;
78,01;0,871228844738778;-0,200147167034584;0,306107431935246;0,732824427480916;87861;87878;4,2;0;1042,9;0;7;-3;0;
78,02;0,91832229580574;-0,153053715967623;0,317880794701987;0,732824427480916;87874;87879;4,2;0;1042,8;0;7;-6,5;0;
78,03;0,91832229580574;-0,117733627667403;0,353200883002208;0,732824427480916;87845;87878;4,2;0;1042,8;0;7;1,7;0;
78,04;0,824135393671818;-0,094186902133922;0,376747608535688;0,732824427480916;87867;87879;4,2;0;1042,8;0;7;-4,4;0;
78,05;0,777041942604857;-0,094186902133922;0,400294334069168;0,488549618320611;87866;87879;4,2;0;1042,7;0;7;-4;0;
78,06;0,729948491537896;-0,047093451066961;0,400294334069168;0,488549618320611;87859;87879;4,2;0;1042,7;0;7;-1,9;0;
78,07;0,753495217071376;-0,0588668138337013;0,44738778513613;0,488549618320611;87877;87880;4,2;0;1042,7;0;7;-6,9;0;
78,08;0,753495217071376;-0,0588668138337013;0,48270787343635;0,488549618320611;87878;87880;4,2;0;1042,6;0;7;-7;0;
78,09;0,812362030905077;-0,0235467255334805;0,44738778513613;0,488549618320611;87899;87881;4,4;0;1042,5;0;7;-12,6;0;
78,1;0,883002207505519;0,0353200883002208;0,45916114790287;0,732824427480916;87849;87881;4,2;0;1042,5;0;7;1,7;0;
78,11;0,91832229580574;0,0235467255334805;0,435614422369389;0,732824427480916;87867;87881;4,4;0;1042,4;0;7;-3,3;0;
78,12;1,00073583517292;0,047093451066961;0,494481236203091;0,732824427480916;87889;87882;4,4;0;1042,3;0;7;-9,4;0;
78,13;1,03605592347314;0,0706401766004415;0,48270787343635;0,732824427480916;87886;87883;4,4;0;1042,3;0;7;-8,3;0;
78,14;1,04782928623988;0,094186902133922;0,506254598969831;0,977099236641221;87877;87883;4,2;0;1042,2;0;7;-5,5;0;
78,15;1,0242825607064;0,105960264900662;0,529801324503311;0,732824427480916;87906;87884;4,4;0;1042,1;0;7;-13,5;0;
78,16;1,0242825607064;0,153053715967623;0,529801324503311;0,732824427480916;87877;87885;4,4;0;1042;0;7;-4,9;0;
78,17;0,988962472406181;0,129506990434143;0,565121412803532;0,732824427480916;87887;87885;4,4;0;1041,9;0;7;-7,6;0;
78,18;0,977189109639441;0,129506990434143;0,565121412803532;0,732824427480916;87892;87886;4,2;0;1041,9;0;7;-8,8;0;
78,19;0,977189109639441;0,141280353200883;0,612214863870493;0,732824427480916;87890;87887;4,2;0;1041,8;0;7;-7,9;0;
78,2;1,01250919793966;0,164827078734364;0,565121412803532;0,732824427480916;87891;87887;4,2;0;1041,7;0;7;-8;0;
78,21;1,01250919793966;0,164827078734364;0,588668138337013;0,732824427480916;87866;87887;4,4;0;1041,7;0;7;-0,7;0;
78,22;1,00073583517292;0,164827078734364;0,612214863870493;0,732824427480916;87879;87888;4,2;0;1041,6;0;7;-4,3;0;
78,23;1,03605592347314;0,188373804267844;0,576894775570272;0,732824427480916;87887;87888;4,2;0;1041,6;0;7;-6,5;0;
78,24;1,03605592347314;0,164827078734364;0,565121412803532;0,977099236641221;87906;87889;4,4;0;1041,5;0;7;-11,6;0;
78,25;1,11846946284032;0,105960264900662;0,576894775570272;0,977099236641221;87876;87889;4,4;0;1041,4;0;7;-2,8;0;
78,26;1,16556291390728;0,117733627667403;0,565121412803532;0,977099236641221;87879;87890;4,2;0;1041,4;0;7;-3,6;0;
78,27;1,16556291390728;0,094186902133922;0,588668138337013;0,977099236641221;87892;87890;4,4;0;1041,3;0;7;-7,1;0;
78,28;1,17733627667402;0,0235467255334805;0,576894775570272;0,977099236641221;87893;87891;4,7;0;1041,3;0;7;-7,2;0;
78,29;1,10669610007358;0,0235467255334805;0,565121412803532;0,977099236641221;87909;87892;4,4;0;1041,1;0;7;-11,4;0;
78,3;1,07137601177336;0,0353200883002208;0,600441501103753;0,977099236641221;87911;87893;4,4;0;1041;0;7;-11,7;0;
78,31;1,0831493745401;-0,0588668138337013;0,588668138337013;0,977099236641221;87895;87893;4,2;0;1041;0;7;-6,8;0;
78,32;1,03605592347314;-0,0235467255334805;0,612214863870493;0,732824427480916;87905;87894;4,2;0;1040,9;0;7;-9,4;0;
78,33;1,04782928623988;-0,0706401766004415;0,588668138337013;0,732824427480916;87869;87894;4,4;0;1040,9;0;7;0,8;0;
78,34;0,988962472406181;-0,094186902133922;0,600441501103753;0,732824427480916;87909;87895;4,4;0;1040,8;0;7;-10,3;0;
78,35;0,977189109639441;-0,0706401766004415;0,635761589403974;0,732824427480916;87897;87896;4,2;0;1040,7;0;7;-6,6;0;
78,36;0,988962472406181;-0,0706401766004415;0,565121412803532;0,732824427480916;87898;87896;4,4;0;1040,6;0;7;-6,7;0;
78,37;1,03605592347314;-0,0588668138337013;0,553348050036792;0,732824427480916;87898;87897;4,4;0;1040,6;0;7;-6,5;0;
78,38;1,07137601177336;-0,0235467255334805;0,588668138337013;0,732824427480916;87873;87897;4,2;0;1040,6;0;7;0,6;0;
78,39;1,0831493745401;-0,0353200883002208;0,553348050036792;0,977099236641221;87898;87898;4,4;0;1040,5;0;7;-6,3;0;
78,4;1,0831493745401;-0,0706401766004415;0,553348050036792;0,977099236641221;87905;87898;4,4;0;1040,4;0;7;-8,1;0;
78,41;1,03605592347314;-0,0235467255334805;0,553348050036792;0,732824427480916;87886;87899;4,4;0;1040,4;0;7;-2,5;0;
78,42;1,01250919793966;-0,0235467255334805;0,553348050036792;0,732824427480916;87884;87899;4,2;0;1040,4;0;7;-1,9;0;
78,43;0,95364238410596;0;0,529801324503311;0,732824427480916;87878;87899;4,2;0;1040,4;0;7;-0,1;0;
78,44;0,94186902133922;-0,0353200883002208;0,553348050036792;0,732824427480916;87918;87900;4,4;0;1040,3;0;7;-11,3;0;
78,45;0,91832229580574;-0,0235467255334805;0,565121412803532;0,732824427480916;87917;87901;4,2;0;1040,2;0;7;-10,7;0;
78,46;0,91832229580574;0;0,541574687270052;0,732824427480916;87899;87901;4,2;0;1040,1;0;7;-5,4;0;
78,47;0,871228844738778;-0,0235467255334805;0,518027961736571;0,732824427480916;87889;87902;4,4;0;1040,1;0;7;-2,4;0;
78,48;0,871228844738778;-0,0706401766004415;0,518027961736571;0,732824427480916;87886;87902;4,2;0;1040,1;0;7;-1,5;0;
78,49;0,91832229580574;-0,0706401766004415;0,506254598969831;0,732824427480916;87917;87903;4,4;0;1040;0;7;-10,1;0;
78,5;0,906548933038999;-0,094186902133922;0,48270787343635;0,732824427480916;87898;87903;4,2;0;1039,9;0;7;-4,5;0;
78,51;0,883002207505519;-0,129506990434143;0,44738778513613;0,732824427480916;87920;87904;4,4;0;1039,8;0;7;-10,5;0;
78,52;0,871228844738778;-0,105960264900662;0,44738778513613;0,732824427480916;87909;87905;4,2;0;1039,7;0;7;-7,1;0;
78,53;0,906548933038999;-0,117733627667403;0,400294334069168;0,732824427480916;87898;87905;4,2;0;1039,7;0;7;-3,8;0;
78,54;0,906548933038999;-0,141280353200883;0,376747608535688;0,732824427480916;87897;87905;4,4;0;1039,7;0;7;-3,4;0;
78,55;0,94186902133922;-0,188373804267844;0,341427520235467;0,732824427480916;87911;87906;4,2;0;1039,6;0;7;-7,2;0;
78,56;0,871228844738778;-0,247240618101545;0,364974245768948;0,732824427480916;87899;87906;4,2;0;1039,6;0;7;-3,7;0;
78,57;0,871228844738778;-0,247240618101545;0,329654157468727;0,732824427480916;87905;87907;4,4;0;1039,5;0;7;-5,2;0;
78,58;0,824135393671818;-0,247240618101545;0,294334069168506;0,488549618320611;87918;87908;4,2;0;1039,4;0;7;-8,7;0;
78,59;0,835908756438558;-0,282560706401766;0,329654157468727;0,488549618320611;87893;87908;4,4;0;1039,4;0;7;-1,4;0;
78,6;0,835908756438558;-0,329654157468727;0,317880794701987;0,732824427480916;87933;87909;3,9;0;1039,3;0;7;-12,6;0;
78,61;0,859455481972038;-0,329654157468727;0,282560706401766;0,732824427480916;87917;87910;4,4;0;1039,2;0;7;-7,8;0;
78,62;0,835908756438558;-0,364974245768948;0,282560706401766;0,732824427480916;87926;87911;4,4;0;1039,1;0;7;-10;0;
78,63;0,91832229580574;-0,353200883002208;0,306107431935246;0,732824427480916;87902;87911;4,4;0;1039,1;0;7;-3;0;
78,64;0,93009565857248;-0,364974245768948;0,329654157468727;0,732824427480916;87914;87912;4,2;0;1039;0;7;-6,3;0;
78,65;0,93009565857248;-0,341427520235467;0,306107431935246;0,732824427480916;87907;87912;4,4;0;1039;0;7;-4,1;0;
78,66;0,883002207505519;-0,376747608535688;0,341427520235467;0,732824427480916;87903;87912;4,4;0;1038,9;0;7;-2,9;0;
78,67;0,883002207505519;-0,353200883002208;0,341427520235467;0,732824427480916;87906;87913;4,4;0;1038,9;0;7;-3,6;0;
78,68;0,871228844738778;-0,376747608535688;0,341427520235467;0,732824427480916;87927;87914;4,4;0;1038,8;0;7;-9,4;0;
78,69;0,91832229580574;-0,400294334069168;0,353200883002208;0,732824427480916;87913;87914;4,4;0;1038,7;0;7;-5,2;0;
78,7;0,91832229580574;-0,435614422369389;0,341427520235467;0,732824427480916;87916;87915;4,4;0;1038,7;0;7;-5,9;0;
78,71;0,894775570272259;-0,400294334069168;0,400294334069168;0,732824427480916;87912;87915;4,2;0;1038,6;0;7;-4,6;0;
78,72;0,812362030905077;-0,400294334069168;0,423841059602649;0,732824427480916;87897;87915;4,4;0;1038,6;0;7;-0,2;0;
78,73;0,859455481972038;-0,376747608535688;0,388520971302428;0,732824427480916;87903;87916;4,4;0;1038,6;0;7;-1,9;0;
78,74;0,9654157468727;-0,44738778513613;0,423841059602649;0,732824427480916;87892;87916;4,4;0;1038,6;0;7;1,1;0;
78,75;1,00073583517292;-0,435614422369389;0,388520971302428;0,732824427480916;87889;87916;4,4;0;1038,7;0;7;1,9;0;
78,76;0,91832229580574;-0,423841059602649;0,364974245768948;0,732824427480916;87886;87915;4,2;0;1038,7;0;7;2,7;0;
78,77;0,906548933038999;-0,412067696835909;0,341427520235467;0,732824427480916;87905;87916;4,2;0;1038,7;0;7;-2,6;0;
78,78;0,859455481972038;-0,376747608535688;0,317880794701987;0,732824427480916;87909;87916;4,2;0;1038,6;0;7;-3,6;0;
78,79;0,91832229580574;-0,44738778513613;0,317880794701987;0,732824427480916;87895;87916;4,2;0;1038,6;0;7;0,3;0;
78,8;0,93009565857248;-0,435614422369389;0,259013980868285;0,732824427480916;87878;87916;4,4;0;1038,7;0;7;5,1;0;
78,81;0,977189109639441;-0,412067696835909;0,247240618101545;0,732824427480916;87881;87915;4,2;0;1038,7;0;7;4,1;0;
78,82;0,988962472406181;-0,45916114790287;0,235467255334805;0,732824427480916;87923;87916;4,4;0;1038,6;0;7;-7,7;0;
78,83;0,977189109639441;-0,47093451066961;0,188373804267844;0,732824427480916;87906;87916;4,2;0;1038,6;0;7;-2,7;0;
78,84;0,871228844738778;-0,48270787343635;0,105960264900662;0,732824427480916;87882;87916;4,2;0;1038,6;0;7;4;0;
78,85;0,847682119205298;-0,45916114790287;0,0588668138337013;0,732824427480916;87895;87916;4,4;0;1038,6;0;7;0,2;0;
78,86;0,871228844738778;-0,47093451066961;0,0353200883002208;0,732824427480916;87880;87915;4,4;0;1038,7;0;7;4,4;0;
78,87;0,894775570272259;-0,44738778513613;0,0235467255334805;0,732824427480916;87887;87915;4,4;0;1038,7;0;7;2,3;0;
78,88;0,93009565857248;-0,494481236203091;0,0706401766004415;0,732824427480916;87911;87915;4,2;0;1038,7;0;7;-4,4;0;
78,89;0,977189109639441;-0,518027961736571;0;0,732824427480916;87907;87916;4,4;0;1038,6;0;7;-3,1;0;
78,9;0,988962472406181;-0,529801324503311;0,0235467255334805;0,732824427480916;87895;87916;4,2;0;1038,6;0;7;0,2;0;
78,91;0,93009565857248;-0,506254598969831;0,0117733627667403;0,732824427480916;87904;87916;4,2;0;1038,6;0;7;-2,2;0;
78,92;0,883002207505519;-0,494481236203091;0,0235467255334805;0,732824427480916;87909;87916;4,4;0;1038,6;0;7;-3,5;0;
78,93;0,859455481972038;-0,541574687270052;0,0706401766004415;0,732824427480916;87911;87916;4,4;0;1038,5;0;7;-4;0;
78,94;0,835908756438558;-0,506254598969831;0,047093451066961;0,732824427480916;87902;87916;4,4;0;1038,5;0;7;-1,3;0;
78,95;0,847682119205298;-0,45916114790287;0,0706401766004415;0,732824427480916;87915;87916;4,2;0;1038,5;0;7;-5;0;
78,96;0,871228844738778;-0,494481236203091;0,129506990434143;0,732824427480916;87903;87917;4,2;0;1038,5;0;7;-1,4;0;
78,97;0,93009565857248;-0,506254598969831;0,141280353200883;0,732824427480916;87900;87917;4,2;0;1038,5;0;7;-0,6;0;
78,98;0,894775570272259;-0,48270787343635;0,176600441501104;0,732824427480916;87903;87917;4,2;0;1038,4;0;7;-1,4;0;
78,99;0,800588668138337;-0,44738778513613;0,188373804267844;0,488549618320611;87911;87917;4,2;0;1038,4;0;7;-3,6;0;
79;0,753495217071376;-0,47093451066961;0,188373804267844;0,488549618320611;87894;87917;4,4;0;1038,4;0;7;1,2;0;
79,01;0,741721854304636;-0,45916114790287;0,270787343635026;0,488549618320611;87911;87917;4,2;0;1038,4;0;7;-3,5;0;
79,02;0,800588668138337;-0,44738778513613;0,317880794701987;0,488549618320611;87921;87917;4,4;0;1038,3;0;7;-6,2;0;
79,03;0,871228844738778;-0,45916114790287;0,294334069168506;0,732824427480916;87903;87917;4,4;0;1038,3;0;7;-1;0;
79,04;0,894775570272259;-0,412067696835909;0,294334069168506;0,732824427480916;87903;87917;4,2;0;1038,3;0;7;-0,9;0;
79,05;0,812362030905077;-0,341427520235467;0,341427520235467;0,488549618320611;87925;87918;4,2;0;1038,2;0;7;-7,1;0;
79,06;0,777041942604857;-0,388520971302428;0,306107431935246;0,488549618320611;87902;87918;4,4;0;1038,2;0;7;-0,4;0;
79,07;0,753495217071376;-0,364974245768948;0,317880794701987;0,488549618320611;87911;87918;4,4;0;1038,2;0;7;-2,9;0;
