T [s];X_acc [G];Y_acc [G];Z_acc [G];HX_acc [G];Pressure [Pa];Kalman pressure [Pa];Temperature [C];Vaxis [m/s];AltitudeFromPressure [m];AltitudeFromAcc [m];State;VelocityPressure [m/s];ParachuteFailureSenseCnt
188,31;0,91832229580574;-0,329654157468727;0,506254598969831;0,732824427480916;96396;96385;3,7;0;277,1;0;7;-9,2;0;
188,32;1,0242825607064;-0,294334069168506;0,47093451066961;0,732824427480916;96386;96386;3,9;0;277;0;7;-6,3;0;
188,33;1,09492273730684;-0,294334069168506;0,435614422369389;0,977099236641221;96403;96387;3,9;0;276,9;0;7;-10,5;0;
188,34;0,93009565857248;-0,282560706401766;0,47093451066961;0,732824427480916;96389;96388;3,9;0;276,9;0;7;-6,6;0;
188,35;0,847682119205298;-0,247240618101545;0,400294334069168;0,732824427480916;96412;96389;3,7;0;276,8;0;7;-12,3;0;
188,36;0,788815305371597;-0,247240618101545;0,423841059602649;0,488549618320611;96404;96390;3,9;0;276,7;0;7;-9,9;0;
188,37;0,777041942604857;-0,176600441501104;0,364974245768948;0,488549618320611;96427;96392;3,9;0;276,5;0;7;-15,6;0;
188,38;0,859455481972038;-0,164827078734364;0,364974245768948;0,732824427480916;96410;96393;3,9;0;276,4;0;7;-10,7;0;
188,39;0,824135393671818;-0,153053715967623;0,423841059602649;0,732824427480916;96409;96394;3,9;0;276,3;0;7;-10,1;0;
188,4;0,883002207505519;-0,153053715967623;0,423841059602649;0,732824427480916;96411;96396;3,7;0;276,2;0;7;-10,3;0;
188,41;0,859455481972038;-0,117733627667403;0,47093451066961;0,732824427480916;96419;96397;3,9;0;276,1;0;7;-12,1;0;
188,42;0,93009565857248;-0,0824135393671818;0,412067696835909;0,732824427480916;96408;96398;3,7;0;276;0;7;-8,9;0;
188,43;0,871228844738778;-0,047093451066961;0,423841059602649;0,732824427480916;96429;96400;3,7;0;275,8;0;7;-14,1;0;
188,44;0,753495217071376;-0,047093451066961;0,47093451066961;0,488549618320611;96406;96401;3,7;0;275,8;0;7;-7,6;0;
188,45;0,788815305371597;-0,0235467255334805;0,45916114790287;0,488549618320611;96410;96402;3,7;0;275,7;0;7;-8,5;0;
188,46;0,800588668138337;-0,0353200883002208;0,48270787343635;0,488549618320611;96409;96403;3,7;0;275,6;0;7;-7,9;0;
188,47;0,94186902133922;-0,047093451066961;0,45916114790287;0,732824427480916;96399;96404;3,7;0;275,5;0;7;-5,1;0;
188,48;0,95364238410596;-0,0588668138337013;0,47093451066961;0,732824427480916;96416;96405;3,9;0;275,4;0;7;-9,4;0;
188,49;0,94186902133922;-0,0588668138337013;0,44738778513613;0,732824427480916;96397;96406;3,7;0;275,4;0;7;-4,1;0;
188,5;0,906548933038999;-0,0824135393671818;0,494481236203091;0,732824427480916;96396;96406;3,9;0;275,4;0;7;-3,8;0;
188,51;0,812362030905077;-0,105960264900662;0,44738778513613;0,732824427480916;96409;96407;3,9;0;275,3;0;7;-7;0;
188,52;0,883002207505519;-0,117733627667403;0,412067696835909;0,732824427480916;96395;96408;3,9;0;275,3;0;7;-3,2;0;
188,53;0,977189109639441;-0,176600441501104;0,44738778513613;0,732824427480916;96413;96409;3,9;0;275,2;0;7;-7,8;0;
188,54;0,91832229580574;-0,188373804267844;0,423841059602649;0,732824427480916;96418;96410;3,9;0;275,1;0;7;-8,8;0;
188,55;0,883002207505519;-0,176600441501104;0,388520971302428;0,732824427480916;96419;96411;3,7;0;275;0;7;-8,8;0;
188,56;0,835908756438558;-0,247240618101545;0,388520971302428;0,732824427480916;96399;96412;3,7;0;275;0;7;-3,4;0;
188,57;0,871228844738778;-0,294334069168506;0,412067696835909;0,732824427480916;96424;96413;3,7;0;274,9;0;7;-9,8;0;
188,58;1,0242825607064;-0,306107431935246;0,353200883002208;0,732824427480916;96401;96414;3,9;0;274,8;0;7;-3,5;0;
188,59;1,00073583517292;-0,294334069168506;0,364974245768948;0,732824427480916;96418;96415;3,7;0;274,8;0;7;-7,8;0;
188,6;0,988962472406181;-0,329654157468727;0,376747608535688;0,732824427480916;96422;96416;3,7;0;274,7;0;7;-8,6;0;
188,61;0,977189109639441;-0,306107431935246;0,329654157468727;0,732824427480916;96403;96416;3,7;0;274,6;0;7;-3,4;0;
188,62;1,0242825607064;-0,259013980868285;0,329654157468727;0,732824427480916;96427;96417;3,9;0;274,5;0;7;-9,5;0;
188,63;1,00073583517292;-0,247240618101545;0,364974245768948;0,732824427480916;96430;96419;3,9;0;274,4;0;7;-10;0;
188,64;0,977189109639441;-0,247240618101545;0,388520971302428;0,732824427480916;96428;96420;3,9;0;274,3;0;7;-9,2;0;
188,65;0,95364238410596;-0,247240618101545;0,376747608535688;0,732824427480916;96420;96421;3,7;0;274,3;0;7;-6,9;0;
188,66;0,9654157468727;-0,211920529801325;0,388520971302428;0,732824427480916;96427;96422;4,2;0;274,2;0;7;-8,5;0;
188,67;0,9654157468727;-0,259013980868285;0,388520971302428;0,732824427480916;96437;96423;3,7;0;274,1;0;7;-10,8;0;
188,68;0,94186902133922;-0,270787343635026;0,400294334069168;0,732824427480916;96427;96424;3,7;0;274;0;7;-7,9;0;
188,69;0,93009565857248;-0,211920529801325;0,376747608535688;0,732824427480916;96428;96425;3,9;0;273,9;0;7;-7,9;0;
188,7;0,906548933038999;-0,211920529801325;0,423841059602649;0,732824427480916;96414;96426;3,7;0;273,9;0;7;-4;0;
188,71;0,95364238410596;-0,200147167034584;0,353200883002208;0,732824427480916;96415;96426;3,9;0;273,8;0;7;-4,2;0;
188,72;1,01250919793966;-0,188373804267844;0,353200883002208;0,732824427480916;96440;96427;3,9;0;273,7;0;7;-10,5;0;
188,73;0,977189109639441;-0,211920529801325;0,353200883002208;0,732824427480916;96427;96428;3,9;0;273,7;0;7;-6,8;0;
188,74;0,988962472406181;-0,188373804267844;0,353200883002208;0,732824427480916;96424;96429;3,7;0;273,6;0;7;-5,9;0;
188,75;0,95364238410596;-0,223693892568065;0,329654157468727;0,732824427480916;96406;96430;3,9;0;273,6;0;7;-1;0;
188,76;0,988962472406181;-0,259013980868285;0,294334069168506;0,732824427480916;96440;96431;3,9;0;273,5;0;7;-9,8;0;
188,77;0,988962472406181;-0,247240618101545;0,306107431935246;0,732824427480916;96431;96432;3,7;0;273,4;0;7;-7,2;0;
188,78;0,988962472406181;-0,270787343635026;0,282560706401766;0,732824427480916;96445;96433;3,9;0;273,3;0;7;-10,6;0;
188,79;0,95364238410596;-0,294334069168506;0,294334069168506;0,732824427480916;96435;96434;3,9;0;273,2;0;7;-7,7;0;
188,8;0,94186902133922;-0,294334069168506;0,235467255334805;0,732824427480916;96429;96435;3,9;0;273,2;0;7;-5,9;0;
188,81;0,883002207505519;-0,306107431935246;0,188373804267844;0,732824427480916;96449;96436;3,9;0;273,1;0;7;-10,9;0;
188,82;0,91832229580574;-0,364974245768948;0,211920529801325;0,732824427480916;96437;96437;3,7;0;273;0;7;-7,5;0;
188,83;0,94186902133922;-0,329654157468727;0,129506990434143;0,732824427480916;96432;96438;3,9;0;272,9;0;7;-5,9;0;
188,84;0,859455481972038;-0,329654157468727;0,153053715967623;0,732824427480916;96428;96438;3,9;0;272,9;0;7;-4,7;0;
188,85;0,906548933038999;-0,317880794701987;0,105960264900662;0,732824427480916;96428;96439;3,7;0;272,8;0;7;-4,6;0;
188,86;0,883002207505519;-0,306107431935246;0,129506990434143;0,732824427480916;96419;96439;3,7;0;272,8;0;7;-2,1;0;
188,87;0,91832229580574;-0,259013980868285;0,164827078734364;0,732824427480916;96423;96440;3,7;0;272,8;0;7;-3,1;0;
188,88;0,93009565857248;-0,247240618101545;0,164827078734364;0,732824427480916;96421;96440;3,9;0;272,8;0;7;-2,4;0;
188,89;0,859455481972038;-0,200147167034584;0,200147167034584;0,732824427480916;96432;96441;3,7;0;272,7;0;7;-5,2;0;
188,9;0,859455481972038;-0,164827078734364;0,200147167034584;0,732824427480916;96415;96441;3,9;0;272,7;0;7;-0,7;0;
188,91;0,835908756438558;-0,129506990434143;0,235467255334805;0,732824427480916;96441;96442;3,9;0;272,6;0;7;-7,4;0;
188,92;0,788815305371597;-0,153053715967623;0,247240618101545;0,732824427480916;96426;96443;3,9;0;272,6;0;7;-3,3;0;
188,93;0,788815305371597;-0,141280353200883;0,200147167034584;0,488549618320611;96418;96443;3,9;0;272,6;0;7;-1,1;0;
188,94;0,824135393671818;-0,188373804267844;0,259013980868285;0,488549618320611;96427;96443;3,9;0;272,6;0;7;-3,4;0;
188,95;0,859455481972038;-0,153053715967623;0,235467255334805;0,732824427480916;96407;96444;3,9;0;272,6;0;7;1,8;0;
188,96;0,883002207505519;-0,200147167034584;0,211920529801325;0,732824427480916;96438;96444;3,9;0;272,5;0;7;-6,2;0;
188,97;0,847682119205298;-0,223693892568065;0,247240618101545;0,732824427480916;96447;96445;3,7;0;272,4;0;7;-8,4;0;
188,98;0,800588668138337;-0,247240618101545;0,247240618101545;0,732824427480916;96404;96445;3,9;0;272,5;0;7;3;0;
188,99;0,800588668138337;-0,270787343635026;0,259013980868285;0,488549618320611;96419;96445;3,9;0;272,4;0;7;-0,9;0;
189;0,859455481972038;-0,247240618101545;0,235467255334805;0,488549618320611;96417;96445;3,7;0;272,4;0;7;-0,4;0;
189,01;0,883002207505519;-0,294334069168506;0,200147167034584;0,732824427480916;96442;96446;3,7;0;272,4;0;7;-6,9;0;
189,02;0,847682119205298;-0,259013980868285;0,188373804267844;0,732824427480916;96454;96447;3,7;0;272,3;0;7;-9,8;0;
189,03;0,800588668138337;-0,294334069168506;0,176600441501104;0,488549618320611;96436;96447;3,9;0;272,2;0;7;-4,8;0;
189,04;0,788815305371597;-0,306107431935246;0,188373804267844;0,488549618320611;96453;96448;3,9;0;272,1;0;7;-9,1;0;
189,05;0,859455481972038;-0,306107431935246;0,164827078734364;0,732824427480916;96445;96449;3,9;0;272,1;0;7;-6,7;0;
189,06;0,9654157468727;-0,306107431935246;0,141280353200883;0,732824427480916;96442;96450;3,9;0;272;0;7;-5,7;0;
189,07;0,977189109639441;-0,294334069168506;0,164827078734364;0,732824427480916;96441;96450;3,9;0;272;0;7;-5,3;0;
189,08;0,9654157468727;-0,317880794701987;0,164827078734364;0,732824427480916;96443;96451;3,9;0;271,9;0;7;-5,7;0;
189,09;0,906548933038999;-0,329654157468727;0,117733627667403;0,732824427480916;96413;96451;3,9;0;271,9;0;7;2,2;0;
189,1;0,906548933038999;-0,364974245768948;0,0824135393671818;0,732824427480916;96464;96452;3,9;0;271,8;0;7;-11;0;
189,11;0,894775570272259;-0,341427520235467;0,0706401766004415;0,732824427480916;96443;96452;3,7;0;271,8;0;7;-5,2;0;
189,12;0,835908756438558;-0,400294334069168;0,0353200883002208;0,732824427480916;96434;96453;3,9;0;271,7;0;7;-2,7;0;
189,13;0,906548933038999;-0,341427520235467;0,047093451066961;0,732824427480916;96451;96453;3,7;0;271,7;0;7;-7,1;0;
189,14;0,977189109639441;-0,412067696835909;0,047093451066961;0,732824427480916;96453;96454;3,7;0;271,6;0;7;-7,4;0;
189,15;1,0242825607064;-0,435614422369389;0,0353200883002208;0,732824427480916;96445;96454;4,2;0;271,5;0;7;-5,1;0;
189,16;0,95364238410596;-0,423841059602649;0,0588668138337013;0,732824427480916;96449;96455;3,9;0;271,5;0;7;-5,9;0;
189,17;0,871228844738778;-0,45916114790287;0,047093451066961;0,732824427480916;96461;96456;3,9;0;271,4;0;7;-8,9;0;
189,18;0,800588668138337;-0,44738778513613;0,0117733627667403;0,488549618320611;96453;96457;3,7;0;271,3;0;7;-6,5;0;
189,19;0,883002207505519;-0,44738778513613;0,0117733627667403;0,732824427480916;96455;96457;3,7;0;271,3;0;7;-6,9;0;
189,2;0,9654157468727;-0,45916114790287;0;0,732824427480916;96438;96457;3,7;0;271,2;0;7;-2,2;0;
189,21;0,977189109639441;-0,44738778513613;0,0353200883002208;0,732824427480916;96470;96458;3,7;0;271,1;0;7;-10,5;0;
189,22;0,9654157468727;-0,48270787343635;0,0824135393671818;0,732824427480916;96459;96459;3,7;0;271,1;0;7;-7,3;0;
189,23;0,9654157468727;-0,506254598969831;0,0588668138337013;0,732824427480916;96453;96460;3,7;0;271;0;7;-5,5;0;
189,24;1,03605592347314;-0,494481236203091;0,0117733627667403;0,732824427480916;96460;96460;3,9;0;270,9;0;7;-7,2;0;
189,25;1,0831493745401;-0,494481236203091;0,0588668138337013;0,977099236641221;96436;96461;3,7;0;270,9;0;7;-0,7;0;
189,26;1,01250919793966;-0,518027961736571;0,047093451066961;0,732824427480916;96474;96462;3,7;0;270,8;0;7;-10,6;0;
189,27;1,04782928623988;-0,529801324503311;0,0353200883002208;0,732824427480916;96466;96462;4,2;0;270,7;0;7;-8,2;0;
189,28;0,94186902133922;-0,565121412803532;0,0117733627667403;0,732824427480916;96459;96463;3,7;0;270,7;0;7;-6,1;0;
189,29;1,01250919793966;-0,588668138337013;-0,0235467255334805;0,732824427480916;96471;96464;3,7;0;270,6;0;7;-9,1;0;
189,3;1,01250919793966;-0,576894775570272;-0,0235467255334805;0,732824427480916;96470;96465;3,7;0;270,5;0;7;-8,5;0;
189,31;0,94186902133922;-0,647534952170714;0;0,732824427480916;96468;96465;3,9;0;270,4;0;7;-7,7;0;
189,32;0,93009565857248;-0,588668138337013;-0,0117733627667403;0,732824427480916;96471;96466;3,9;0;270,3;0;7;-8,3;0;
189,33;0,977189109639441;-0,588668138337013;-0,0353200883002208;0,732824427480916;96472;96467;3,7;0;270,2;0;7;-8,3;0;
189,34;1,07137601177336;-0,600441501103753;-0,0235467255334805;0,977099236641221;96455;96467;3,9;0;270,2;0;7;-3,6;0;
189,35;1,0242825607064;-0,588668138337013;0,0235467255334805;0,732824427480916;96474;96468;3,9;0;270,1;0;7;-8,5;0;
189,36;1,07137601177336;-0,541574687270052;0,0235467255334805;0,732824427480916;96438;96468;3,7;0;270,1;0;7;1,1;0;
189,37;0,9654157468727;-0,553348050036792;-0,0353200883002208;0,732824427480916;96472;96469;3,7;0;270,1;0;7;-7,7;0;
189,38;0,977189109639441;-0,506254598969831;-0,0588668138337013;0,732824427480916;96459;96470;3,9;0;270;0;7;-4,1;0;
189,39;1,03605592347314;-0,529801324503311;-0,0588668138337013;0,732824427480916;96455;96470;3,9;0;270;0;7;-2,9;0;
189,4;1,05960264900662;-0,47093451066961;-0,0588668138337013;0,732824427480916;96462;96470;3,7;0;269,9;0;7;-4,7;0;
189,41;1,05960264900662;-0,47093451066961;-0,0588668138337013;0,732824427480916;96472;96471;3,9;0;269,9;0;7;-7,1;0;
189,42;1,13024282560706;-0,435614422369389;-0,0824135393671818;0,977099236641221;96471;96472;3,9;0;269,8;0;7;-6,7;0;
189,43;1,05960264900662;-0,44738778513613;-0,105960264900662;0,977099236641221;96472;96472;3,9;0;269,7;0;7;-6,7;0;
189,44;1,04782928623988;-0,44738778513613;-0,0353200883002208;0,732824427480916;96479;96473;3,9;0;269,6;0;7;-8,3;0;
189,45;1,05960264900662;-0,494481236203091;-0,0353200883002208;0,732824427480916;96468;96474;3,9;0;269,6;0;7;-5,2;0;
189,46;1,00073583517292;-0,494481236203091;-0,094186902133922;0,732824427480916;96461;96474;3,9;0;269,6;0;7;-3,2;0;
189,47;1,0242825607064;-0,506254598969831;0,0235467255334805;0,732824427480916;96472;96475;3,7;0;269,5;0;7;-6;0;
189,48;0,906548933038999;-0,541574687270052;0,0117733627667403;0,732824427480916;96473;96475;3,9;0;269,4;0;7;-6,1;0;
189,49;0,894775570272259;-0,506254598969831;0,0117733627667403;0,732824427480916;96483;96476;3,9;0;269,4;0;7;-8,5;0;
189,5;0,847682119205298;-0,494481236203091;-0,0235467255334805;0,732824427480916;96498;96477;3,7;0;269,2;0;7;-12,1;0;
189,51;0,93009565857248;-0,494481236203091;0;0,732824427480916;96476;96478;3,9;0;269,2;0;7;-6,1;0;
189,52;0,894775570272259;-0,47093451066961;0,047093451066961;0,732824427480916;96472;96479;3,9;0;269,1;0;7;-4,8;0;
189,53;0,988962472406181;-0,48270787343635;0,047093451066961;0,732824427480916;96472;96479;3,9;0;269,1;0;7;-4,7;0;
189,54;1,01250919793966;-0,423841059602649;0,047093451066961;0,732824427480916;96477;96480;3,7;0;269;0;7;-5,8;0;
189,55;0,94186902133922;-0,423841059602649;0,047093451066961;0,732824427480916;96484;96480;3,9;0;268,9;0;7;-7,5;0;
189,56;0,977189109639441;-0,48270787343635;0,0588668138337013;0,732824427480916;96472;96481;3,9;0;268,9;0;7;-4,1;0;
189,57;0,93009565857248;-0,47093451066961;0,0235467255334805;0,732824427480916;96468;96481;3,9;0;268,9;0;7;-3;0;
189,58;0,906548933038999;-0,376747608535688;0,0588668138337013;0,732824427480916;96478;96482;3,9;0;268,8;0;7;-5,5;0;
189,59;0,93009565857248;-0,400294334069168;0,047093451066961;0,732824427480916;96482;96482;3,9;0;268,7;0;7;-6,4;0;
189,6;0,9654157468727;-0,400294334069168;0,0588668138337013;0,732824427480916;96492;96483;3,9;0;268,7;0;7;-8,8;0;
189,61;1,01250919793966;-0,376747608535688;0,0353200883002208;0,732824427480916;96509;96485;3,7;0;268,5;0;7;-12,9;0;
189,62;0,871228844738778;-0,412067696835909;0,094186902133922;0,732824427480916;96489;96485;3,7;0;268,5;0;7;-7,3;0;
189,63;0,906548933038999;-0,341427520235467;0,105960264900662;0,732824427480916;96493;96486;3,9;0;268,4;0;7;-8,2;0;
189,64;0,871228844738778;-0,341427520235467;0,047093451066961;0,732824427480916;96479;96487;3,7;0;268,3;0;7;-4,3;0;
189,65;0,906548933038999;-0,341427520235467;0,0824135393671818;0,732824427480916;96510;96488;3,7;0;268,2;0;7;-12,2;0;
189,66;0,812362030905077;-0,317880794701987;0,105960264900662;0,732824427480916;96495;96489;3,7;0;268,1;0;7;-7,9;0;
189,67;0,824135393671818;-0,306107431935246;0,094186902133922;0,732824427480916;96478;96489;3,9;0;268,1;0;7;-3,3;0;
189,68;0,859455481972038;-0,294334069168506;0,105960264900662;0,732824427480916;96473;96489;3,7;0;268,1;0;7;-1,9;0;
189,69;0,859455481972038;-0,270787343635026;0,0706401766004415;0,732824427480916;96504;96490;3,9;0;268;0;7;-9,9;0;
189,7;0,824135393671818;-0,270787343635026;0,094186902133922;0,732824427480916;96505;96491;3,7;0;267,9;0;7;-9,8;0;
189,71;0,741721854304636;-0,247240618101545;0,105960264900662;0,488549618320611;96493;96492;3,9;0;267,8;0;7;-6,4;0;
189,72;0,859455481972038;-0,259013980868285;0,0706401766004415;0,732824427480916;96499;96493;3,9;0;267,7;0;7;-7,8;0;
189,73;0,894775570272259;-0,247240618101545;0,0588668138337013;0,732824427480916;96496;96494;3,9;0;267,7;0;7;-6,8;0;
189,74;1,01250919793966;-0,282560706401766;0,0706401766004415;0,732824427480916;96517;96495;3,7;0;267,5;0;7;-12;0;
189,75;0,988962472406181;-0,294334069168506;0,0588668138337013;0,732824427480916;96512;96496;3,7;0;267,4;0;7;-10,4;0;
189,76;0,859455481972038;-0,329654157468727;0,094186902133922;0,732824427480916;96489;96496;3,7;0;267,4;0;7;-4,1;0;
189,77;0,91832229580574;-0,306107431935246;0,094186902133922;0,732824427480916;96505;96497;3,9;0;267,3;0;7;-8,1;0;
189,78;0,91832229580574;-0,364974245768948;0,105960264900662;0,732824427480916;96509;96498;3,9;0;267,2;0;7;-8,9;0;
189,79;0,93009565857248;-0,353200883002208;0,047093451066961;0,732824427480916;96516;96499;3,9;0;267,1;0;7;-10,4;0;
189,8;0,93009565857248;-0,329654157468727;0,153053715967623;0,732824427480916;96461;96499;3,9;0;267,2;0;7;4,1;0;
189,81;0,871228844738778;-0,341427520235467;0,235467255334805;0,732824427480916;96495;96500;3,9;0;267,1;0;7;-4,8;0;
189,82;0,9654157468727;-0,341427520235467;0,211920529801325;0,732824427480916;96522;96501;3,9;0;267;0;7;-11,7;0;
189,83;0,906548933038999;-0,317880794701987;0,153053715967623;0,732824427480916;96494;96501;3,9;0;267;0;7;-4;0;
189,84;0,977189109639441;-0,353200883002208;0,247240618101545;0,732824427480916;96514;96502;3,9;0;266,9;0;7;-9,1;0;
189,85;0,977189109639441;-0,341427520235467;0,235467255334805;0,732824427480916;96495;96503;3,7;0;266,8;0;7;-3,9;0;
189,86;0,871228844738778;-0,364974245768948;0,270787343635026;0,732824427480916;96523;96504;3,7;0;266,7;0;7;-11,1;0;
189,87;0,883002207505519;-0,317880794701987;0,270787343635026;0,732824427480916;96507;96505;3,9;0;266,7;0;7;-6,6;0;
189,88;0,91832229580574;-0,317880794701987;0,294334069168506;0,732824427480916;96516;96506;3,9;0;266,6;0;7;-8,7;0;
189,89;0,906548933038999;-0,353200883002208;0,200147167034584;0,732824427480916;96529;96507;3,9;0;266,4;0;7;-11,8;0;
189,9;0,894775570272259;-0,364974245768948;0,211920529801325;0,732824427480916;96516;96508;3,9;0;266,4;0;7;-8,1;0;
189,91;0,871228844738778;-0,306107431935246;0,200147167034584;0,732824427480916;96513;96509;3,7;0;266,3;0;7;-7,1;0;
189,92;0,9654157468727;-0,306107431935246;0,247240618101545;0,732824427480916;96541;96510;3,7;0;266,2;0;7;-14,1;0;
189,93;1,0831493745401;-0,270787343635026;0,176600441501104;0,732824427480916;96518;96511;3,9;0;266,1;0;7;-7,7;0;
189,94;0,988962472406181;-0,259013980868285;0,235467255334805;0,732824427480916;96538;96512;3,9;0;265,9;0;7;-12,7;0;
189,95;0,94186902133922;-0,247240618101545;0,235467255334805;0,732824427480916;96517;96513;3,9;0;265,9;0;7;-6,8;0;
189,96;0,94186902133922;-0,211920529801325;0,235467255334805;0,732824427480916;96507;96514;3,9;0;265,8;0;7;-4,1;0;
189,97;0,94186902133922;-0,188373804267844;0,211920529801325;0,732824427480916;96523;96515;3,9;0;265,8;0;7;-8,1;0;
189,98;1,01250919793966;-0,282560706401766;0,176600441501104;0,732824427480916;96536;96516;3,7;0;265,6;0;7;-11,2;0;
189,99;0,988962472406181;-0,259013980868285;0,235467255334805;0,732824427480916;96504;96517;3,7;0;265,6;0;7;-2,6;0;
190;0,883002207505519;-0,247240618101545;0,270787343635026;0,732824427480916;96513;96517;3,7;0;265,6;0;7;-4,8;0;
190,01;0,95364238410596;-0,188373804267844;0,259013980868285;0,732824427480916;96518;96518;3,9;0;265,5;0;7;-6;0;
190,02;0,91832229580574;-0,153053715967623;0,282560706401766;0,732824427480916;96542;96519;3,7;0;265,4;0;7;-12;0;
190,03;0,988962472406181;-0,259013980868285;0,235467255334805;0,732824427480916;96515;96520;3,9;0;265,3;0;7;-4,7;0;
190,04;0,988962472406181;-0,188373804267844;0,235467255334805;0,732824427480916;96519;96521;3,7;0;265,3;0;7;-5,6;0;
190,05;0,906548933038999;-0,211920529801325;0,306107431935246;0,732824427480916;96521;96521;3,9;0;265,2;0;7;-5,9;0;
190,06;0,91832229580574;-0,141280353200883;0,306107431935246;0,732824427480916;96540;96523;3,9;0;265,1;0;7;-10,7;0;
190,07;0,93009565857248;-0,200147167034584;0,235467255334805;0,732824427480916;96540;96524;3,9;0;265;0;7;-10,3;0;
190,08;0,988962472406181;-0,235467255334805;0,211920529801325;0,732824427480916;96547;96525;3,7;0;264,9;0;7;-11,8;0;
190,09;0,894775570272259;-0,164827078734364;0,235467255334805;0,732824427480916;96544;96526;3,9;0;264,8;0;7;-10,7;0;
190,1;0,883002207505519;-0,164827078734364;0,259013980868285;0,732824427480916;96523;96527;3,9;0;264,7;0;7;-4,9;0;
190,11;0,906548933038999;-0,200147167034584;0,235467255334805;0,732824427480916;96537;96528;3,7;0;264,7;0;7;-8,4;0;
190,12;0,988962472406181;-0,223693892568065;0,176600441501104;0,732824427480916;96545;96529;3,7;0;264,6;0;7;-10,2;0;
190,13;1,03605592347314;-0,317880794701987;0,188373804267844;0,732824427480916;96517;96530;3,9;0;264,5;0;7;-2,7;0;
190,14;0,977189109639441;-0,200147167034584;0,164827078734364;0,732824427480916;96523;96530;3,7;0;264,5;0;7;-4,1;0;
190,15;0,93009565857248;-0,188373804267844;0,235467255334805;0,732824427480916;96532;96531;3,9;0;264,4;0;7;-6,3;0;
190,16;1,07137601177336;-0,164827078734364;0,247240618101545;0,732824427480916;96547;96532;3,7;0;264,3;0;7;-10,1;0;
190,17;1,07137601177336;-0,188373804267844;0,188373804267844;0,977099236641221;96548;96533;3,9;0;264,2;0;7;-10;0;
190,18;1,10669610007358;-0,200147167034584;0,188373804267844;0,732824427480916;96560;96535;3,9;0;264,1;0;7;-12,8;0;
190,19;0,835908756438558;-0,188373804267844;0,200147167034584;0,732824427480916;96517;96535;3,9;0;264,1;0;7;-1,3;0;
190,2;0,906548933038999;-0,200147167034584;0,259013980868285;0,732824427480916;96531;96536;3,7;0;264;0;7;-4,9;0;
190,21;0,95364238410596;-0,164827078734364;0,235467255334805;0,732824427480916;96540;96537;3,9;0;264;0;7;-7,1;0;
190,22;1,05960264900662;-0,247240618101545;0,235467255334805;0,732824427480916;96533;96538;3,9;0;263,9;0;7;-5;0;
190,23;0,988962472406181;-0,223693892568065;0,235467255334805;0,732824427480916;96539;96538;3,7;0;263,8;0;7;-6,4;0;
190,24;0,91832229580574;-0,188373804267844;0,306107431935246;0,732824427480916;96550;96539;3,9;0;263,7;0;7;-9,1;0;
190,25;0,94186902133922;-0,164827078734364;0,235467255334805;0,732824427480916;96540;96540;3,9;0;263,7;0;7;-6,2;0;
190,26;0,9654157468727;-0,188373804267844;0,200147167034584;0,732824427480916;96533;96541;3,9;0;263,6;0;7;-4,2;0;
190,27;1,01250919793966;-0,188373804267844;0,117733627667403;0,732824427480916;96538;96542;3,7;0;263,6;0;7;-5,4;0;
190,28;0,9654157468727;-0,153053715967623;0,164827078734364;0,732824427480916;96539;96542;3,9;0;263,5;0;7;-5,5;0;
190,29;1,0242825607064;-0,129506990434143;0,164827078734364;0,732824427480916;96524;96543;3,9;0;263,5;0;7;-1,4;0;
190,3;1,07137601177336;-0,188373804267844;0,117733627667403;0,977099236641221;96554;96544;3,7;0;263,4;0;7;-9,2;0;
190,31;1,10669610007358;-0,141280353200883;0,117733627667403;0,977099236641221;96552;96545;3,9;0;263,3;0;7;-8,4;0;
190,32;1,07137601177336;-0,188373804267844;0,117733627667403;0,977099236641221;96544;96546;3,7;0;263,3;0;7;-6;0;
190,33;1,04782928623988;-0,153053715967623;0,094186902133922;0,732824427480916;96548;96546;3,7;0;263,2;0;7;-6,9;0;
190,34;0,988962472406181;-0,176600441501104;0,176600441501104;0,732824427480916;96561;96548;3,9;0;263,1;0;7;-10,1;0;
190,35;1,01250919793966;-0,188373804267844;0,129506990434143;0,732824427480916;96555;96549;3,7;0;263;0;7;-8,2;0;
190,36;1,00073583517292;-0,188373804267844;0,129506990434143;0,732824427480916;96538;96549;3,9;0;263;0;7;-3,5;0;
190,37;0,988962472406181;-0,129506990434143;0,153053715967623;0,732824427480916;96540;96550;3,9;0;263;0;7;-4;0;
190,38;0,95364238410596;-0,247240618101545;0,0824135393671818;0,732824427480916;96555;96551;3,9;0;262,9;0;7;-7,7;0;
190,39;0,977189109639441;-0,211920529801325;0,094186902133922;0,732824427480916;96552;96551;3,9;0;262,8;0;7;-6,7;0;
190,4;1,0242825607064;-0,200147167034584;0,047093451066961;0,732824427480916;96542;96552;3,9;0;262,8;0;7;-3,9;0;
190,41;1,13024282560706;-0,259013980868285;0,0588668138337013;0,977099236641221;96557;96553;3,9;0;262,7;0;7;-7,7;0;
190,42;1,01250919793966;-0,259013980868285;0,0117733627667403;0,732824427480916;96545;96554;3,7;0;262,6;0;7;-4,3;0;
190,43;0,94186902133922;-0,188373804267844;0,0588668138337013;0,732824427480916;96573;96555;3,7;0;262,5;0;7;-11,5;0;
